description,lat,lon,hour,geo_bucket,type
poubelles débordent place du marché,49.27229108910358,2.4041701667483286,20,49.27027_2.40541,dechets_sauvages
caddie dans la rue place du marché,49.267008547519424,2.408924985753288,6,49.26577_2.40991,objet_abandonne
tas de déchets rue victor hugo,49.2733829062094,2.4298650070680776,21,49.27477_2.42793,dechets_sauvages
trottoir cassé rue victor hugo,49.271458601387955,2.429606542567215,4,49.27027_2.42793,voirie
haie non taillée place du marché,49.28222390129899,2.4021663738864842,7,49.28378_2.40090,espace_vert
caddie dans la rue rue victor hugo,49.296859477443796,2.422145237570914,19,49.29730_2.42342,objet_abandonne
arbre tombé avenue des lilas,49.255393216922215,2.426510934643362,12,49.25676_2.42793,espace_vert
chien errant avenue des lilas,49.25496300746546,2.4134012118909993,6,49.25676_2.41441,animal_errant
abribus brisé place du marché,49.29264030555454,2.4436021590937744,17,49.29279_2.44144,mobilier_urbain
chien errant rue victor hugo,49.27531983523262,2.408054932382321,8,49.27477_2.40991,animal_errant
chien errant avenue des lilas,49.28832025117842,2.4126950902503106,11,49.28829_2.41441,animal_errant
barrière tordue avenue des lilas,49.26077109518037,2.4078497207516376,23,49.26126_2.40991,mobilier_urbain
tas de déchets avenue des lilas,49.29144312865838,2.4058273316935277,16,49.29279_2.40541,dechets_sauvages
tas de déchets avenue des lilas,49.29619233120963,2.4439489592003563,9,49.29730_2.44595,dechets_sauvages
poubelles débordent rue victor hugo,49.28177415077732,2.413892958253499,6,49.28378_2.41441,dechets_sauvages
trottoir cassé rue victor hugo,49.25529395107369,2.436126200973393,20,49.25676_2.43694,voirie
chat blessé avenue des lilas,49.29476474070782,2.4213991179862626,4,49.29279_2.42342,animal_errant
vélo abandonné rue victor hugo,49.2896243863685,2.4317936740366957,22,49.28829_2.43243,objet_abandonne
tas de déchets rue victor hugo,49.287543888825724,2.4464088098086103,14,49.28829_2.44595,dechets_sauvages
banc cassé avenue des lilas,49.251836409445296,2.4422303933521623,15,49.25225_2.44144,mobilier_urbain
trottoir cassé place du marché,49.28994812626285,2.4034493196210116,15,49.28829_2.40541,voirie
animal sans maître place du marché,49.25689755052342,2.4422601267639608,9,49.25676_2.44144,animal_errant
banc cassé rue victor hugo,49.261119308809846,2.4225911757640346,13,49.26126_2.42342,mobilier_urbain
abribus brisé avenue des lilas,49.27885674174346,2.4175072863439944,19,49.27928_2.41892,mobilier_urbain
poubelles débordent rue victor hugo,49.263249038645846,2.433619396273081,16,49.26126_2.43243,dechets_sauvages
trottinette laissée rue victor hugo,49.283067410315596,2.4475103936549623,5,49.28378_2.44595,objet_abandonne
barrière tordue avenue des lilas,49.28040352238495,2.404706774879407,0,49.27928_2.40541,mobilier_urbain
haie non taillée place du marché,49.25540747990066,2.4384038515125117,10,49.25676_2.43694,espace_vert
banc cassé avenue des lilas,49.28280072897957,2.4101754015378978,0,49.28378_2.40991,mobilier_urbain
trottinette laissée rue victor hugo,49.29619774549125,2.4190068061413497,11,49.29730_2.41892,objet_abandonne
attroupement bruyant avenue des lilas,49.25805549525929,2.4436911508131622,23,49.25676_2.44144,incivilite
tas de déchets avenue des lilas,49.279853101047145,2.4272899592006167,19,49.27928_2.42793,dechets_sauvages
vélo abandonné avenue des lilas,49.26709326859684,2.403372832397521,14,49.26577_2.40541,objet_abandonne
nid-de-poule place du marché,49.272980583588684,2.4254024275068367,4,49.27477_2.42342,voirie
agression verbale avenue des lilas,49.26435000895395,2.439482095082071,9,49.26577_2.44144,incivilite
chat blessé avenue des lilas,49.26770653181738,2.4264440293882794,16,49.26577_2.42793,animal_errant
barrière tordue place du marché,49.251445591163325,2.4083444619489525,9,49.25225_2.40991,mobilier_urbain
nid-de-poule rue victor hugo,49.29907758689586,2.4222520537528767,6,49.29730_2.42342,voirie
barrière tordue rue victor hugo,49.281239996103636,2.4462172684019823,17,49.27928_2.44595,mobilier_urbain
poubelles débordent rue victor hugo,49.275035279524694,2.4329101995047058,5,49.27477_2.43243,dechets_sauvages
vélo abandonné rue victor hugo,49.269185767475015,2.4364943253254294,8,49.27027_2.43694,objet_abandonne
déchets au sol rue victor hugo,49.2769687279412,2.4392968253724723,1,49.27477_2.44144,dechets_sauvages
trottoir cassé avenue des lilas,49.26900529993579,2.4045346712096665,21,49.27027_2.40541,voirie
tas de déchets avenue des lilas,49.26799539637469,2.429076827963498,11,49.26577_2.42793,dechets_sauvages
nid-de-poule rue victor hugo,49.2731973270861,2.4187957596592655,4,49.27477_2.41892,voirie
trottoir cassé place du marché,49.26379915168356,2.4069579581836047,14,49.26577_2.40541,voirie
trottoir cassé rue victor hugo,49.25900249499834,2.410135477915201,12,49.25676_2.40991,voirie
nid-de-poule avenue des lilas,49.277830294909016,2.4390580236862367,1,49.27928_2.43694,voirie
agression verbale place du marché,49.29213827180752,2.4080744552644884,14,49.29279_2.40991,incivilite
nid-de-poule avenue des lilas,49.25764140888629,2.415620930361086,13,49.25676_2.41441,voirie
caddie dans la rue place du marché,49.25163671703021,2.414243666913154,8,49.25225_2.41441,objet_abandonne
trottoir cassé place du marché,49.262340587257704,2.402431518195728,15,49.26126_2.40090,voirie
agression verbale place du marché,49.29898603217269,2.423107922461968,1,49.29730_2.42342,incivilite
vélo abandonné rue victor hugo,49.29143790368717,2.4382964921084604,0,49.29279_2.43694,objet_abandonne
trottinette laissée rue victor hugo,49.27979330267643,2.401107631637445,8,49.27928_2.40090,objet_abandonne
chien errant avenue des lilas,49.29646244576216,2.405627572523995,23,49.29730_2.40541,animal_errant
tapage nocturne place du marché,49.272263955841865,2.4360093339798783,19,49.27027_2.43694,incivilite
signalisation abîmée rue victor hugo,49.29916403012876,2.4296790495336458,13,49.29730_2.42793,voirie
barrière tordue avenue des lilas,49.264815102255966,2.435762380702434,1,49.26577_2.43694,mobilier_urbain
abribus brisé place du marché,49.2620152874758,2.411505197743857,0,49.26126_2.40991,mobilier_urbain
arbre tombé avenue des lilas,49.28190241005735,2.4401884391648703,9,49.28378_2.44144,espace_vert
poubelles débordent rue victor hugo,49.26890769839752,2.4239935530055137,22,49.27027_2.42342,dechets_sauvages
tas de déchets avenue des lilas,49.28131827709881,2.4305150987089426,21,49.27928_2.43243,dechets_sauvages
chien errant place du marché,49.26524977591514,2.4046076708600417,18,49.26577_2.40541,animal_errant
agression verbale rue victor hugo,49.2808959128419,2.410251579167991,17,49.27928_2.40991,incivilite
tas de déchets avenue des lilas,49.263787313029255,2.438667894080515,23,49.26577_2.43694,dechets_sauvages
nid-de-poule rue victor hugo,49.25254860344094,2.4111954220594387,19,49.25225_2.40991,voirie
nid-de-poule avenue des lilas,49.29560679509616,2.4046264913760727,21,49.29730_2.40541,voirie
signalisation abîmée rue victor hugo,49.294160260093676,2.429860164112605,19,49.29279_2.42793,voirie
poubelles débordent avenue des lilas,49.298539907463635,2.4273968258080867,10,49.29730_2.42793,dechets_sauvages
attroupement bruyant rue victor hugo,49.28582635881107,2.4303946964491647,8,49.28378_2.43243,incivilite
poubelles débordent rue victor hugo,49.284136058886766,2.4309152748181546,14,49.28378_2.43243,dechets_sauvages
chien errant avenue des lilas,49.27795015350374,2.425009867293225,15,49.27928_2.42342,animal_errant
déchets au sol avenue des lilas,49.25629712081763,2.424688696028433,12,49.25676_2.42342,dechets_sauvages
vélo abandonné place du marché,49.259461765547464,2.446208278264473,20,49.26126_2.44595,objet_abandonne
caddie dans la rue rue victor hugo,49.26447348443363,2.426694086243987,5,49.26577_2.42793,objet_abandonne
vélo abandonné avenue des lilas,49.29450781812867,2.430865010120693,14,49.29279_2.43243,objet_abandonne
trottinette laissée avenue des lilas,49.25864847623016,2.413348469596937,14,49.25676_2.41441,objet_abandonne
arbre tombé rue victor hugo,49.2961436587244,2.4435546600401095,21,49.29730_2.44144,espace_vert
trottoir cassé avenue des lilas,49.27613928665257,2.401218404632958,17,49.27477_2.40090,voirie
attroupement bruyant rue victor hugo,49.285778481773654,2.4278613381148886,10,49.28378_2.42793,incivilite
tas de déchets avenue des lilas,49.255512224334026,2.419192514759905,0,49.25676_2.41892,dechets_sauvages
chien errant rue victor hugo,49.263451677438795,2.4301952097780237,13,49.26126_2.43243,animal_errant
poubelles débordent avenue des lilas,49.29792593040907,2.4180086024885687,1,49.29730_2.41892,dechets_sauvages
nid-de-poule place du marché,49.26330749734649,2.4358843955858824,1,49.26126_2.43694,voirie
chat blessé avenue des lilas,49.26482608601956,2.4010165721486714,19,49.26577_2.40090,animal_errant
attroupement bruyant rue victor hugo,49.259879869242056,2.420294471938457,9,49.26126_2.41892,incivilite
nid-de-poule place du marché,49.25645368326534,2.4415631799871207,15,49.25676_2.44144,voirie
trottinette laissée place du marché,49.2616628820727,2.4125100358889715,2,49.26126_2.41441,objet_abandonne
agression verbale avenue des lilas,49.28211634459754,2.402637543919016,13,49.28378_2.40090,incivilite
trottoir cassé place du marché,49.272768386675175,2.424826203728258,22,49.27477_2.42342,voirie
déchets au sol rue victor hugo,49.277687791816895,2.4488266730263395,6,49.27928_2.45045,dechets_sauvages
barrière tordue rue victor hugo,49.2561182414383,2.403207928076757,18,49.25676_2.40541,mobilier_urbain
trottoir cassé rue victor hugo,49.29010582235814,2.4035028246374894,18,49.28829_2.40541,voirie
barrière tordue avenue des lilas,49.289204735028996,2.429755828247334,22,49.28829_2.42793,mobilier_urbain
tas de déchets rue victor hugo,49.251079495557136,2.412503385643906,18,49.25225_2.41441,dechets_sauvages
tas de déchets rue victor hugo,49.26917575472552,2.4205115616818613,2,49.27027_2.41892,dechets_sauvages
caddie dans la rue avenue des lilas,49.253438530098556,2.4415253576499696,12,49.25225_2.44144,objet_abandonne
parterre dégradé avenue des lilas,49.28960528897075,2.4099424342091256,18,49.28829_2.40991,espace_vert
signalisation abîmée place du marché,49.286863484156285,2.4359649968490715,13,49.28829_2.43694,voirie
caddie dans la rue place du marché,49.295099404714655,2.4252242756633775,7,49.29730_2.42342,objet_abandonne
abribus brisé rue victor hugo,49.26182019794766,2.4452478846207133,22,49.26126_2.44595,mobilier_urbain
attroupement bruyant avenue des lilas,49.27281479415639,2.4486481000146783,7,49.27477_2.45045,incivilite
nid-de-poule place du marché,49.25922439385822,2.4242480392826695,16,49.26126_2.42342,voirie
arbre tombé rue victor hugo,49.268561746723705,2.4292323529557733,20,49.27027_2.42793,espace_vert
tas de déchets avenue des lilas,49.27611216257834,2.4372921270368777,4,49.27477_2.43694,dechets_sauvages
arbre tombé rue victor hugo,49.252666539491926,2.4159337070936,4,49.25225_2.41441,espace_vert
tapage nocturne rue victor hugo,49.28574352053387,2.4113370175261624,20,49.28378_2.40991,incivilite
tapage nocturne place du marché,49.27716466801856,2.44823425862215,1,49.27928_2.45045,incivilite
tapage nocturne place du marché,49.29144795086054,2.421630769560979,21,49.29279_2.42342,incivilite
attroupement bruyant place du marché,49.26358902505956,2.4000795413257885,22,49.26577_2.40090,incivilite
tapage nocturne rue victor hugo,49.295166055263465,2.441885914926254,10,49.29730_2.44144,incivilite
tapage nocturne place du marché,49.29993471265152,2.429983208064554,14,49.30180_2.42793,incivilite
chien errant avenue des lilas,49.29596492191888,2.4084279281360153,22,49.29730_2.40991,animal_errant
haie non taillée place du marché,49.288894623791656,2.401506984658854,6,49.28829_2.40090,espace_vert
trottoir cassé avenue des lilas,49.29061844014369,2.4145741215520866,10,49.29279_2.41441,voirie
vélo abandonné avenue des lilas,49.27868721212723,2.446394354773683,1,49.27928_2.44595,objet_abandonne
trottinette laissée rue victor hugo,49.25950769314563,2.4466745585017806,5,49.26126_2.44595,objet_abandonne
agression verbale rue victor hugo,49.283852034257386,2.415550174315106,8,49.28378_2.41441,incivilite
caddie dans la rue rue victor hugo,49.285637650103,2.441796549641036,16,49.28378_2.44144,objet_abandonne
poubelles débordent rue victor hugo,49.29926925701339,2.4220922661628546,18,49.29730_2.42342,dechets_sauvages
trottinette laissée avenue des lilas,49.27706506581281,2.4327172374568296,11,49.27928_2.43243,objet_abandonne
déchets au sol avenue des lilas,49.26356845075125,2.4167221937935546,5,49.26577_2.41892,dechets_sauvages
barrière tordue rue victor hugo,49.28418362608698,2.425798629813549,15,49.28378_2.42793,mobilier_urbain
agression verbale rue victor hugo,49.298968790983324,2.4146889723275162,22,49.29730_2.41441,incivilite
agression verbale avenue des lilas,49.25886069541345,2.403055718117823,1,49.25676_2.40090,incivilite
attroupement bruyant avenue des lilas,49.26629989592678,2.406968909309577,23,49.26577_2.40541,incivilite
barrière tordue avenue des lilas,49.277094047688635,2.4145337247236616,10,49.27928_2.41441,mobilier_urbain
poubelles débordent avenue des lilas,49.2585107317441,2.4488126891988062,14,49.25676_2.45045,dechets_sauvages
animal sans maître place du marché,49.251111031975995,2.4482836075124994,5,49.25225_2.45045,animal_errant
animal sans maître rue victor hugo,49.26684915612206,2.4413831671242265,8,49.26577_2.44144,animal_errant
trottoir cassé rue victor hugo,49.293268540075054,2.4116253025548042,8,49.29279_2.40991,voirie
animal sans maître rue victor hugo,49.252173419966184,2.422080107027091,17,49.25225_2.42342,animal_errant
agression verbale place du marché,49.27144645295085,2.421989141924535,12,49.27027_2.42342,incivilite
chat blessé place du marché,49.2881100386463,2.419348662240909,22,49.28829_2.41892,animal_errant
vélo abandonné place du marché,49.29765912984554,2.402244015254487,4,49.29730_2.40090,objet_abandonne
animal sans maître place du marché,49.29927376995022,2.4267263687112157,16,49.29730_2.42793,animal_errant
barrière tordue avenue des lilas,49.271098469030434,2.403640599606243,22,49.27027_2.40541,mobilier_urbain
tas de déchets avenue des lilas,49.29751921471895,2.440095934035897,20,49.29730_2.44144,dechets_sauvages
arbre tombé rue victor hugo,49.251770948664046,2.434565357142239,10,49.25225_2.43243,espace_vert
chat blessé avenue des lilas,49.28729584689993,2.4176368503321766,8,49.28829_2.41892,animal_errant
caddie dans la rue rue victor hugo,49.28213730173168,2.4323568191106233,22,49.28378_2.43243,objet_abandonne
vélo abandonné avenue des lilas,49.26247609287931,2.4116518503279547,19,49.26126_2.40991,objet_abandonne
trottinette laissée place du marché,49.27536592503398,2.4132625032478314,23,49.27477_2.41441,objet_abandonne
déchets au sol rue victor hugo,49.256477686888026,2.41570667584627,8,49.25676_2.41441,dechets_sauvages
arbre tombé place du marché,49.29357985754758,2.4398505799967665,8,49.29279_2.44144,espace_vert
attroupement bruyant avenue des lilas,49.267894904277284,2.410534567342304,9,49.26577_2.40991,incivilite
agression verbale place du marché,49.281302223523284,2.428139061374302,19,49.27928_2.42793,incivilite
animal sans maître place du marché,49.257938814314365,2.410023355721074,5,49.25676_2.40991,animal_errant
vélo abandonné rue victor hugo,49.26030824223156,2.4142518712531205,3,49.26126_2.41441,objet_abandonne
barrière tordue rue victor hugo,49.29959781854016,2.4117740646493244,0,49.30180_2.40991,mobilier_urbain
